id;
186c3264bb6cf342_194fcf79a1c3965a_d9dc9324856330af_11f2938f889cf9e8cb359e869c840eec;68
a4b7bcf263329f8b_194fcf79a1c3965a_dd443f6999bf6fdb_33ba84830aa1d051e8a0b3d8d59dd127;69
7877c32db5c12fb1_194fcf79a1c3965a_1c96a6f842fbc327_54fc2f7796c048e8f25cc4719b6da879;25
c13cfffcd2f24f06_194fcf79a1c3965a_044bf447a47bf724_d3799897173e57c911f3c1f30b247505;53
3bd2451b481231da_194fcf79a1c3965a_8b62854897bcc090_f1ef42115fa872839a1aaa68627e0d25;71
abdb3692ba604406_194fcf79a1c3965a_d9dc9324856330af_abe7b3beedfe900691eb320aa4d59bdc;76
dd708ab665ad86f6_194fcf79a1c3965a_044bf447a47bf724_b77cd7bf5eea1f60a74f3f5d077b5f09;77
47386bbb5449f6ad_194fcf79a1c3965a_d9dc9324856330af_d8a5e6f7b605dfb4e8c1556f1f2b8b00;72
fa256b1918839766_194fcf79a1c3965a_d9dc9324856330af_c1536cf4157a5cea509ce53af7b4008d;74
6aa5f6c2f30192c2_194fcf79a1c3965a_27081cdb52b0f05a_0314e6124558f9fda7b4e32c97167709;76
3a7b8091b05fc234_194fcf79a1c3965a_d9dc9324856330af_6a0d7796fb3e10894d53ef58ca7e7cb8;69
6f074b2b4596132f_194fcf79a1c3965a_d492310bc89f7720_2e872f04d78d1606dc094226194f8ff3;68
f94d8495a02a0afd_194fcf79a1c3965a_d9dc9324856330af_25ba571a709f79a5c4d283492ff87099;75
3b335fd565a42d88_194fcf79a1c3965a_c31a26543cb0225b_c0d2cf6a0f167a86a1607535ee67aa0a;72
3a7b8091b05fc234_194fcf79a1c3965a_d9dc9324856330af_6a0d7796fb3e10894d53ef58ca7e7cb8;69
9177a1c4c640f12b_194fcf79a1c3965a_d9dc9324856330af_56540823b8bfb59909a2db1104ed8463;72
3b1aa17f3cb46803_194fcf79a1c3965a_044bf447a47bf724_7c774aa40a1b289a2f481626540a87cc;50
dfccac3afd987474_194fcf79a1c3965a_044bf447a47bf724_fe0d33e7a529a96c0c605172bb4c2e20;47
c377badc3075c5bb_194fcf79a1c3965a_044bf447a47bf724_d814ed32d8e38de21eff6d8a831968bb;27
9ab5151386379258_194fcf79a1c3965a_044bf447a47bf724_3aec6004e3d3820590b0c2e12a65b00d;70
a6c565aaa9689141_194fcf79a1c3965a_8a5b78d36dcdd955_c50935b23274d51888cd9b2081ed7eb9;43
f5b6c9b02f6a9838_194fcf79a1c3965a_044bf447a47bf724_8f728bf45959cf33d9200ee86921e320;26
18ca96805bb08f0a_194fcf79a1c3965a_bbd4792453d0a6cd_b289f5d78ab7d9200fd799815d347ad9;31
0585b06472435f23_194fcf79a1c3965a_044bf447a47bf724_76f670af01d555e3d67b9ebca294cf87;43
72239a1f669565df_194fcf79a1c3965a_044bf447a47bf724_df881cca807af84e7acc9354515d267b;50
0a3549a41a5fc80a_194fcf79a1c3965a_d6a066a5b6c9f294_28b793723663a9bbacb097052b242abc;22
79fa1a1024942264_194fcf79a1c3965a_044bf447a47bf724_220465c9ced10c5a5199285967373343;35
c649b749d4c8bc51_194fcf79a1c3965a_044bf447a47bf724_3f0a3028eda2c82b5f83f7065d619993;27
a8f090242a707bb9_194fcf79a1c3965a_044bf447a47bf724_cce0dcdf54ae174c76db82ae7eaa2434;42
b6c714d4818ccfa7_194fcf79a1c3965a_044bf447a47bf724_bf9f615efcfc24af75d61a3392507f3f;42
f94d8495a02a0afd_194fcf79a1c3965a_d9dc9324856330af_25ba571a709f79a5c4d283492ff87099;75
a232132b6ad29533_194fcf79a1c3965a_044bf447a47bf724_6f9b0739a2f9b27c671c5aeea2f1bffd;26
4197c7963da6ddb9_194fcf79a1c3965a_044bf447a47bf724_92a7d3a00c2a12f1810121a52e455d20;24
7320103bbdcf3223_194fcf79a1c3965a_044bf447a47bf724_0e5aa8a8ed325cb5517ec1b0f1e9a41d;81
fcdb86c6b6393bb4_194fcf79a1c3965a_044bf447a47bf724_92aa831c3861a6aa5d5b31723cc9d348;55
913b1523d6651678_194fcf79a1c3965a_7691092b9c15a4bb_d1403641f4b55d7206cd0083e9e0d367;40
14dfc775f24b9855_194fcf79a1c3965a_044bf447a47bf724_43d7f3fdcc96cad49e505bc153f25c16;58
47f38a96984088ad_194fcf79a1c3965a_7691092b9c15a4bb_d71fb6d35180d3b4e8120bc0e43c8a33;51
84647a3b660c98cf_194fcf79a1c3965a_32ac3c0fdb79fbd9_e30ea67e12b818061162ed22ab5a6a42;51
fd86485d209ac352_194fcf79a1c3965a_044bf447a47bf724_cf0997bbf7298c20b40a6861e2481db1;49
7514f378c0bbccc0_194fcf79a1c3965a_044bf447a47bf724_d9cac53d8f3e9d03b4977f057b39381e;72
f2b22f251327b0bf_194fcf79a1c3965a_044bf447a47bf724_675c38f57074ae35f74cff8325a79caa;66
2c80fb7016af728a_194fcf79a1c3965a_044bf447a47bf724_0d7e958f692f4f63a2bf293d4ab19b66;34
981660915da99001_194fcf79a1c3965a_044bf447a47bf724_182320b6ac13bf2482deb7385e1a88e2;58
fcd1015303d0f6c0_194fcf79a1c3965a_5468a3c495218b47_54265eb5146e59e282df5d7582f66e3b;48
ab9aab04492b4b99_194fcf79a1c3965a_044bf447a47bf724_7b01f29720d56f974f30e061d44ea71f;57
b8a49d039d2da703_194fcf79a1c3965a_f7312829fda43382_188800f4fe1c9339fb176c22d31e964b;54
ad79abbc08bd7fdf_194fcf79a1c3965a_f7312829fda43382_deaba096b59488bb1d88b9da62f208e9;48
687b36678b2f4510_194fcf79a1c3965a_d9dc9324856330af_4577d9977ae8ad161c4d800d6ac06ca1;74
3ba4823c5a3272ab_194fcf79a1c3965a_f7312829fda43382_137024e1d3b1a1a36074f27b0310dbcf;65
240a8af5053277a9_194fcf79a1c3965a_044bf447a47bf724_731f0ef2c46df692977ea3c37052d573;54
67c2d7729f055bb9_194fcf79a1c3965a_044bf447a47bf724_cdad28630f15ef601aa2dedd515cf720;51
ab1ba12d62145bd4_194fcf79a1c3965a_f7312829fda43382_2f3b9444f4c014bbeed0d213cd0603a3;35
f9b7a248a3060f23_194fcf79a1c3965a_044bf447a47bf724_257efc37ea0ce9d766b445d0ada93e5a;33
0024b773f519cd8b_194fcf79a1c3965a_044bf447a47bf724_8184d99d75ebab7196f9f6fc532f7dba;34
dca7b005b78aca6c_194fcf79a1c3965a_f7312829fda43382_badee0f11357d358325deac15ccfd9a8;53
1a23053c2fdc89f1_194fcf79a1c3965a_b7898907d2975f55_690c567db002ced062b78ae5d330f626;52
cc4b60df91b369cb_194fcf79a1c3965a_044bf447a47bf724_3aefcb0759136337989e4a06ae2530b2;59
6248c6b2757868f3_194fcf79a1c3965a_f7312829fda43382_8065d5c3b471f8496408b21e0379559f;63
a7b8b18a68ac915a_194fcf79a1c3965a_f7312829fda43382_9b8967d31d01f12f140f68e23d13e771;32
068072b8f221b21c_194fcf79a1c3965a_f7312829fda43382_af09fe842fc442fa9671e351221adf1d;70
d5cdffdb1d0b23ac_194fcf79a1c3965a_f7312829fda43382_9470f7b07e7c257ab26ffbc88e268c1a;41
c91615ffda6828a1_194fcf79a1c3965a_f7312829fda43382_e8588fe4c0921e92047bb63f72b7c9c4;35
9839df36f2f1860c_194fcf79a1c3965a_5c550c05c27f9485_136c3359950c3572e76876a23a0fec8d;29
8f1909c142246668_194fcf79a1c3965a_044bf447a47bf724_4b4b0aa143c3d4b64afd8f35a2abe345;65
45c7b356f995f37a_194fcf79a1c3965a_f7312829fda43382_e24e188c5eec5e027d68e6eaed314678;46
5c0d16cd67fab51c_194fcf79a1c3965a_f7312829fda43382_07d7c0fffd68c43d95d30c6d6ed0f01f;59
9873c84f26ca909b_194fcf79a1c3965a_f7312829fda43382_e2d30db08c7d303e851aa47254c133b9;38
09961d114ac62c62_194fcf79a1c3965a_f7312829fda43382_1bacf3337df8f91f5ff060d2b52f1189;69
26391a2f6d24a42a_194fcf79a1c3965a_f7312829fda43382_8e0f5f6a8884c2243f28491fa4c4ee00;33
b0547a3ada0875a5_194fcf79a1c3965a_044bf447a47bf724_50081cfab2900e5aa277a403c14b5640;63
13cc113270c322d9_194fcf79a1c3965a_f7312829fda43382_7b5ce0597b34a41db9f814a5d354dea6;48
3ccd3cb4a67faac5_194fcf79a1c3965a_044bf447a47bf724_5fd7cff2b61e7171b8c7081fa41ba1e7;29
597a6673d843052a_194fcf79a1c3965a_f7312829fda43382_e25af393880d38b322ddcdefb3bb6610;50
b3f512af1cb99741_194fcf79a1c3965a_044bf447a47bf724_98c859be289132a20940e384711df015;56
